,Date,Stock1,Stock2,Stock3,Stock4,Stock5
20,2024-01-29,0.7097854931625708,0.26423268779704845,-0.6089819444184508,0.012479265113633157,0.6224844983451985
21,2024-01-30,0.059838502330231746,0.21381033438625555,0.4669616209803479,1.6315877328068469,-1.3721981905036822
22,2024-01-31,0.4254398221975338,0.31832333601826274,0.23583163345470742,0.4242110379460166,-0.40380582961652056
23,2024-02-01,-0.4663462814969652,0.44861393498915714,0.29572848379597605,0.49863214091188507,0.22337172179994697
24,2024-02-02,0.2149459967053944,0.24646828065537968,0.1501712988586266,0.339553822193329,0.04886060158727041
25,2024-02-05,0.5533110679575386,-0.649475003309634,1.0196835874546992,0.7029767426322219,-0.6264963947348257
26,2024-02-06,3.0615935738898328,-4.755168091315359,-0.2198731431455678,3.7066404919978093,-0.7931928314267153
27,2024-02-07,1.303865394109932,0.09089288803593747,-0.3324650153382369,-0.9469197002049876,0.8846264333973549
28,2024-02-08,0.35143968693130856,-0.03841631856377127,-1.074086959019181,0.6534140832452069,1.107649507406437
29,2024-02-09,0.5952207038838061,0.4151205168779781,-0.07775214603355105,-0.43952452180612395,0.5069354470778908
30,2024-02-12,0.8062537385356556,2.099533105703484,-0.08603283668607056,-0.024981834889800478,-1.7947721726632686
31,2024-02-13,0.37394074962396245,0.5320295212938111,0.038524654519755445,-0.41710203501594195,0.47260710957841295
32,2024-02-14,0.17962516026874997,-0.7459250392194084,0.5121922539844692,0.2800362868315905,0.7740713381345988
33,2024-02-15,-0.6062777779807567,0.4801034112199805,-0.2704833549973958,0.8549591945393383,0.5416985272188336
34,2024-02-16,-0.8139541646629285,2.5422420813261364,-1.5680759516395466,2.8975057752909477,-2.057717740314609
35,2024-02-19,9.789184681959147,13.615192146725768,-16.211313545522028,2.0140693454713525,-8.207132628634238
36,2024-02-20,-0.09125430601935086,-0.06161699176204719,1.025669300714258,0.935141098976131,-0.807939101908991
37,2024-02-21,3.1220661988402445,2.6146096229850397,-0.6670847423227511,-3.258996636491396,-0.8105944430111375
38,2024-02-22,-0.7662718579678947,-0.8825519787775498,0.5589552710020382,1.0758226319159367,1.0140459338274694
39,2024-02-23,0.38632377619868835,0.1493379743550383,0.580007940817278,-0.10481132235507072,-0.010858369015933907
40,2024-02-26,0.638398109460539,1.113482952799234,1.1623558278389956,-1.1313637559124465,-0.7828731341863223
41,2024-02-27,-0.4610324949363551,-0.18273749885330512,0.6968117352026584,1.3270840993223643,-0.38012584073536243
42,2024-02-28,0.009952706129856818,0.044429069370965385,0.19458832467447837,0.1896872203208754,0.561342679503824
43,2024-02-29,-1.051675434665673,0.9187418467944637,0.6229614662624068,-0.04658915402455657,0.5565612756333589
44,2024-03-01,0.8263973771114296,-0.27298934500081273,0.5689696021308217,-1.3817767438992659,1.2593991096578272
45,2024-03-04,-0.8930108556680171,0.6553854240688607,1.6030042584104782,1.2238103037297128,-1.5891891305410348
46,2024-03-05,0.34102759926255555,0.37661890332123077,0.17157055371721083,-0.22608448294195124,0.3368674266409541
47,2024-03-06,0.2904140520106155,0.021454894484584316,0.14969537352960388,0.32548857300963635,0.21294710696555988
48,2024-03-07,0.6665933003671252,0.6187308221837672,0.49393858147934144,-0.05235012285430126,-0.7269125811759325
49,2024-03-08,-0.9622249456714608,0.6320639009860938,-0.5631887425506494,1.0011684873405728,0.8921812998954436
50,2024-03-11,0.6023361984638294,-0.07195440568287653,-0.6879661207995471,0.4484389776995351,0.7091453503190591
51,2024-03-12,0.08339064550825544,0.2823288233265059,0.6770573883127016,-0.5006869365727011,0.45791007942523815
52,2024-03-13,5.583298651473917,5.918035539481668,1.672688137602637,-7.136456832636341,-5.037565495921881
53,2024-03-14,-0.03475503137258841,0.43117721722627805,0.2595104782963536,-0.23400565352577135,0.5780729893757282
54,2024-03-15,1.824960588424531,-1.929992848827048,0.5369226305412387,-0.3430126673993436,0.9111222972606218
55,2024-03-18,-0.38056257097097657,0.7808290146379935,0.5925723041140856,-0.5935412510207682,0.6007025032396656
56,2024-03-19,-1.0061856556285187,0.16419222804860567,-1.6819652803237748,2.2560527312439227,1.2679059766597651
57,2024-03-20,0.6442621579743534,0.4587146005113542,-0.48323012100669216,0.3520937344445821,0.028159628076402494
58,2024-03-21,0.44062399600341506,-0.1545400639723883,-1.3088024533678437,1.6267815408301036,0.3959369805067132
59,2024-03-22,0.8637493938450065,-0.2844535114123416,0.7606796351060293,0.10534869361332051,-0.44532421115201465
60,2024-03-25,1.2272892780145406,0.1782617834308665,1.154747927010379,-1.1929707714298503,-0.3673282170259359
61,2024-03-26,-4.182488216727484,2.2271592909890963,4.710948092096752,1.6858063724556982,-3.4414255388140615
62,2024-03-27,0.34382449732110154,0.2501385575145066,-0.21923040879801933,0.19807265037998775,0.42719470358242345
63,2024-03-28,2.139050934124684,18.261708794250993,-3.361248738500776,6.377346034371232,-22.416857024246134
64,2024-03-29,-36.62218195637278,-13.806847004974498,42.799250139246304,3.7832419554369094,4.846536866664066
65,2024-04-01,-0.08465613025815054,0.2935084594314597,0.39346559629447775,-0.06668981844176726,0.4643718929739803
66,2024-04-02,0.2543767712271698,0.6618695575709176,0.6367989121636891,-0.5417473003996112,-0.011297940562165137
67,2024-04-03,-0.057751361730787924,0.5360430249069811,0.4940031318154489,0.05243533174803803,-0.02473012673968013
68,2024-04-04,0.6466114265602426,0.2614645357195435,0.6053617218993115,0.11956894821535725,-0.6330066323944552
69,2024-04-05,-1.0657280471365056,0.9090029096858995,0.4692994732813581,-0.21440826180447015,0.901833925973718
70,2024-04-08,0.35749740639499783,0.8437872293345456,0.759729376778941,-0.6015854932343447,-0.3594285192741398
71,2024-04-09,-0.8720981055881378,-0.6987508089252493,0.6521930692405168,0.9068121056928078,1.0118437395800626
