Date,Stock1,Stock2,Stock3,Stock4,Stock5
2024-02-27,98.44916367720928,91.07460297927227,89.72851344406641,104.24321681737293,90.63722474622013
2024-02-28,112.06565223957541,107.26021270924912,93.18628574774985,96.1776627473177,103.19491881978263
2024-02-29,99.34999270500731,101.88575812791879,90.9822763478223,97.65360614219847,104.34002494427025
2024-03-01,106.96800298467652,96.48813350647005,100.83375053359669,86.07200582671291,95.89066614858544
2024-03-04,103.79007096589308,102.82111391876231,91.25311449771162,86.79689302043343,111.9921199875054
2024-03-05,106.57171971240182,87.8872402266463,98.01355772762686,107.10140357458756,90.18052226704108
2024-03-06,96.82439297833747,94.60882129967824,98.10822927070734,92.35788627532727,108.02943602897403
2024-03-07,93.84293207501533,107.7309132424287,93.21574943340471,107.9501025612933,98.12324099988344
2024-03-08,84.23423069670997,97.01587648154121,116.66973916363708,107.27999872585275,103.62442280220675
2024-03-11,98.35039077962675,108.42991574629751,92.59662193819248,105.74084235602778,112.99399310697962
2024-03-12,97.68783685926019,106.90539197664015,104.21807719603386,103.0139583733596,93.16289026931574
2024-03-13,106.16077432308025,89.44641344757699,112.92813189046092,99.43423463264301,95.30765381696361
2024-03-14,97.83944312221242,100.69221916937248,111.74764677140908,102.4205985735234,110.04158206123745
2024-03-15,109.31062949012752,94.37679051464815,103.77296900869264,102.73351992108607,96.01398770270112
2024-03-18,103.44826033702385,101.49165560807056,103.18649181908303,75.09907281785698,103.22003970792746
2024-03-19,121.558247332041,103.20090136731262,95.75645299805281,116.93479098360277,98.36243877611032
2024-03-20,101.77502205653309,99.85342527572305,101.13042650943378,96.10800662434184,109.07629809513507
2024-03-21,98.7124260808859,97.79130630009341,102.20055779707972,103.5000488928084,89.95441237651052
2024-03-22,102.96456827083081,92.63012937807687,105.17562322639036,108.42356661103545,110.29263896243472
2024-03-25,90.54757066028034,114.96033692528181,110.08881301457488,93.30547656198975,94.92304181123724
2024-03-26,101.14977662570979,114.16488495782743,101.85574190556112,99.95632741771887,94.72448314129821
2024-03-27,97.2286608592228,79.99447210650135,94.64568115857539,95.92167794289676,100.6704038660078
2024-03-28,100.2264468391689,108.21454161423172,93.51720523992407,116.54173707966847,92.41770504037719
2024-03-29,97.16831709790125,106.20543684767932,102.57926697309581,90.71323710259603,99.19226680497378
2024-04-01,100.69152212331132,104.02059462541207,95.23090359384813,107.18455776908951,99.88670428260906
2024-04-02,90.84182120840829,105.85780060126856,93.36089081414507,112.60160378538687,89.89371876630045
2024-04-03,112.95833405590751,87.27957850225287,90.20009737870674,100.80386227842742,104.45746975523657
2024-04-04,84.72578587403603,102.63960525287186,92.04034389292835,94.11037003064004,112.51315238112369
2024-04-05,87.79938282884798,100.99416906054806,100.90131137274723,113.71966795918263,109.72583208900527
2024-04-08,97.00261665673875,99.09129220103601,97.14951893253853,105.52396176402702,108.7467824515901
2024-04-09,98.72270698317368,99.98650213883835,98.10643078546114,87.66123098824137,102.88007760849038
