Date,Stock1,Stock2,Stock3,Stock4,Stock5
2024-03-12,107.1701776345832,90.58187756593159,77.17356640993765,90.91093019862834,96.55064109374949
2024-03-13,98.00475093518781,107.73855613797834,95.72918318719576,105.03946119997873,109.07726983729233
2024-03-14,88.33409472613467,104.84267994166552,94.47992998376323,102.27292529964386,91.39383451392749
2024-03-15,98.75680551347511,98.26323619171382,115.7245458516786,114.648286058161,101.55516034068681
2024-03-18,105.84361072571039,100.82393248285024,95.04103753362384,94.62073144826707,99.10515700538983
2024-03-19,99.48333674514657,89.43633710456126,101.61047205237948,101.3287130835226,98.00874773030631
2024-03-20,101.15276367181698,98.78503474911984,98.7116138587265,104.6218964796059,107.1341669133104
2024-03-21,96.33333658513237,114.91495977283616,114.46337947850344,119.00445784069171,104.17003726895338
2024-03-22,89.81332086510221,103.41731643975383,96.79495982364871,122.45340397930335,107.60643428598421
2024-03-25,91.79473257928667,88.46880310453153,95.33247193587833,115.54765528523026,106.47082655765482
2024-03-26,111.67386294530304,78.07626400922842,85.9200105076758,113.74330596216481,87.91914457435155
2024-03-27,94.39035613538738,114.2816037273122,91.25477818724502,101.02296255554069,96.8227886333092
2024-03-28,106.08237571225786,84.66139485282834,87.9250237562283,95.49896459598614,106.4792282145142
2024-03-29,97.33669335746801,99.98905959346045,105.0199222390681,96.51982445322238,83.21962903078986
2024-04-01,103.34189133097729,92.09370661302538,94.17159073554599,123.86790534668114,69.5105684685347
2024-04-02,101.7793003773045,113.16264385322893,110.81652483887783,95.06221444068004,101.8932133772945
2024-04-03,91.5079853791826,116.70948839172613,105.84621219196423,79.43503531805203,94.22854176308617
2024-04-04,110.86516212578547,104.53577416817564,103.15398989525144,90.39450736033709,92.88232290195722
2024-04-05,94.21905856268687,100.28291715336496,96.45263957784957,85.42627877224797,86.3121034768526
2024-04-08,101.7116331984844,90.69041641612503,97.51456900249141,104.75439997961885,100.9848527126576
2024-04-09,101.11350638865048,92.27602121481573,101.40482196559842,108.20955320801086,79.7989563005454
